Geneid	entrez_gene	genomic_acc	start_pos	end_pos	strand	gene_symbol	transcript_acc	description
gene15435	7840946	NW_002476336.1	164215	168323	+	TTHERM_00470890	XM_001032979.2	Serine/Threonine kinase domain protein
gene15436	7840947	NW_002476336.1	169642	172805	-	TTHERM_00470900	XM_001032980.1	Serine/Threonine kinase domain protein
gene15437	7840948	NW_002476336.1	174453	176067	+	TTHERM_00470910	XM_001032981.3	ubiquitin-conjugating enzyme
gene15438	7840949	NW_002476336.1	176655	177272	-	TTHERM_00470920	XM_001032982.3	double-strand recombination repair protein
gene15439	7840950	NW_002476336.1	178043	183840	-	TTHERM_00470930	XM_001032983.3	DOMON domain protein
gene15440	7840951	NW_002476336.1	184891	188921	+	TTHERM_00470940	XM_001032984.2	hypothetical protein
gene15441	7840952	NW_002476336.1	189368	190984	+	TTHERM_00470950	XM_001032985.2	hypothetical protein
gene15442	7840953	NW_002476336.1	191900	192790	-	TTHERM_00470960	XM_001032986.3	cytidylyltransferase
gene15443	7840954	NW_002476336.1	193157	198036	-	TTHERM_00470970	XM_001032987.2	DOMON domain protein
gene15444	24439150	NW_002476336.1	199250	200062	-	TTHERM_000470979	XM_012798704.1	hypothetical protein
gene15445	7840955	NW_002476336.1	202047	206128	+	TTHERM_00470980	XM_001032988.2	response regulator receiver domain protein
gene15446	7840956	NW_002476336.1	207618	210994	+	TTHERM_00470990	XM_001032989.2	DnaK protein
gene15447	7840957	NW_002476336.1	212470	213561	-	TTHERM_00471000	XM_001032990.3	hypothetical protein
gene15448	7840958	NW_002476336.1	214025	215755	+	TTHERM_00471010	XM_001032991.1	hypothetical protein
gene15449	24439151	NW_002476336.1	216554	217617	+	TTHERM_000471019	XM_012798705.1	C2 domain protein
gene15450	7840959	NW_002476336.1	218537	220638	+	TTHERM_00471020	XM_001032992.3	C2 domain protein
gene15451	24439152	NW_002476336.1	221153	222486	+	TTHERM_000471029	XM_012798706.1	transmembrane protein, putative
gene15452	7840960	NW_002476336.1	223351	226446	-	TTHERM_00471030	XM_001032993.3	zinc finger CCCH type domain protein
gene15453	7840961	NW_002476336.1	227364	231327	-	TTHERM_00471040	XM_001032994.3	hypothetical protein
gene15454	7840962	NW_002476336.1	233455	235023	+	TTHERM_00471060	XM_001032996.2	SGS domain protein
gene15455	7840963	NW_002476336.1	235732	236659	+	TTHERM_00471070	XM_001032997.1	Rab-family small GTPase
gene15456	7840964	NW_002476336.1	238239	240195	+	TTHERM_00471090	XM_001032999.2	40S ribosomal protein S7
gene15457	7840966	NW_002476336.1	242231	244212	+	TTHERM_00471120	XM_001033002.3	Serine/Threonine kinase domain protein
gene15458	7840967	NW_002476336.1	245720	247585	+	TTHERM_00471130	XM_001033003.1	hypothetical protein
gene15459	7840968	NW_002476336.1	249799	251532	+	TTHERM_00471140	XM_001033004.2	hypothetical protein
gene15460	7840969	NW_002476336.1	252997	253521	-	TTHERM_00471150	XM_001033005.1	hypothetical protein
gene15461	7840970	NW_002476336.1	256825	259185	+	TTHERM_00471170	XM_001033007.2	hypothetical protein
gene15462	7840971	NW_002476336.1	260728	263429	+	TTHERM_00471200	XM_001033008.1	calpain family cysteine protease
gene15463	7840972	NW_002476336.1	263600	266350	-	TTHERM_00471210	XM_001033009.1	Fes/CIP4-like domain protein
gene15464	7830042	NW_002476336.1	266800	268962	+	TTHERM_00471220	XM_001033010.1	ELMO/CED-12 family protein
gene15465	7830043	NW_002476336.1	269222	269872	+	TTHERM_00471230	XM_001033011.1	TRAF-type zinc finger protein
gene15466	24439153	NW_002476336.1	269894	270952	+	TTHERM_000471259	XM_012798707.1	hypothetical protein
gene15467	7830045	NW_002476336.1	271897	273563	+	TTHERM_00471260	XM_001033013.3	DnaJ (Hsp40) family B protein
gene15468	7830046	NW_002476336.1	273904	277710	-	TTHERM_00471270	XM_001033014.2	cyclic nucleotide-binding domain protein
gene15469	7830047	NW_002476336.1	278955	280662	+	TTHERM_00471279	XM_001470631.1	ubiquitin specific protease 39 and snRNP assembly factor
gene15470	7830048	NW_002476336.1	281295	283537	+	TTHERM_00471280	XM_001033015.3	ubiquitin carboxyl-terminal hydrolase family protein
gene15471	7830049	NW_002476336.1	283971	284789	-	TTHERM_00471290	XM_001033016.1	hypothetical protein
gene15472	7830050	NW_002476336.1	286258	287679	-	TTHERM_00471300	XM_001033017.4	hypothetical protein
gene15473	7830051	NW_002476336.1	289320	292872	-	TTHERM_00471310	XM_001033018.2	hypothetical protein
gene15474	24439154	NW_002476336.1	293757	294521	-	TTHERM_000471329	XM_012798708.1	transmembrane protein, putative
gene15475	7830053	NW_002476336.1	294861	295355	-	TTHERM_00471330	XM_001033020.2	hypothetical protein
gene15476	7830054	NW_002476336.1	295674	296606	-	TTHERM_00471340	XM_001033021.4	proteasome inhibitor PI31
gene15477	7830055	NW_002476336.1	297776	298408	-	TTHERM_00471350	XM_001033022.4	prefoldin
gene15478	7830056	NW_002476336.1	298901	302015	-	TTHERM_00471370	XM_001033023.2	hypothetical protein
gene15479	7830057	NW_002476336.1	302952	304083	+	TTHERM_00471380	XM_001033024.3	SPFH domain/band 7 family protein
gene15480	7830058	NW_002476336.1	306050	307489	-	TTHERM_00471390	XM_001033025.3	MFS transporter
gene15481	7830059	NW_002476336.1	312766	314109	-	TTHERM_00471400	XM_001033026.3	MFS transporter
gene15482	7830060	NW_002476336.1	316603	317977	+	TTHERM_00471410	XM_001033027.2	hypothetical protein
gene15483	7830061	NW_002476336.1	318637	319422	+	TTHERM_00471420	XM_001033028.3	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative
gene15484	7830062	NW_002476336.1	319753	323435	-	TTHERM_00471430	XM_001033029.2	hypothetical protein
gene15485	7830063	NW_002476336.1	324352	326207	-	TTHERM_00471440	XM_001033030.2	MORN motif protein
gene15486	24439155	NW_002476336.1	326671	327552	+	TTHERM_000471459	XM_012798709.1	transmembrane protein, putative
gene15487	7830065	NW_002476336.1	328324	332478	-	TTHERM_00471460	XM_001033032.2	cyclic nucleotide-binding domain protein
gene15488	7830066	NW_002476336.1	333947	335644	-	TTHERM_00471470	XM_001033033.3	EF hand protein
gene15489	7830067	NW_002476336.1	338335	343421	+	TTHERM_00471480	XM_001033034.2	cyclic nucleotide-binding domain protein
gene15490	7830068	NW_002476336.1	343879	344643	-	TTHERM_00471490	XM_001033035.3	small guanosine triphosphatase family Ras family protein
gene15491	7830069	NW_002476336.1	345087	347386	-	TTHERM_00471500	XM_001033036.2	hypothetical protein
gene15492	7830070	NW_002476336.1	348580	349596	+	TTHERM_00471510	XM_001033037.4	SNF7 family protein
gene15493	7830071	NW_002476336.1	350168	353253	-	TTHERM_00471520	XM_001033038.2	hypothetical protein
gene15494	7830072	NW_002476336.1	354369	358326	+	TTHERM_00471530	XM_001033039.3	valyl-tRNA synthetase
gene15495	7830073	NW_002476336.1	359580	360496	-	TTHERM_00471540	XM_001033040.3	hypothetical protein
gene15496	7832239	NW_002476336.1	361407	364403	-	TTHERM_00471550	XM_001033041.3	cation channel family protein
gene15497	7832240	NW_002476336.1	365480	371538	+	TTHERM_00471560	XM_001033042.2	transmembrane protein, putative
gene15498	24439156	NW_002476336.1	372655	373149	+	TTHERM_000471619	XM_012798710.1	transmembrane protein, putative
gene15499	7832243	NW_002476336.1	374107	376149	-	TTHERM_00471620	XM_001033046.1	von willebrand factor type A (vWA) domain was originally protein
gene15500	7832244	NW_002476336.1	377334	380244	-	TTHERM_00471630	XM_001033047.2	C2 domain protein
gene15501	24439157	NW_002476336.1	381556	384626	-	TTHERM_000471639	XM_012798711.1	C2 domain protein
gene15502	7832245	NW_002476336.1	385443	387662	+	TTHERM_00471640	XM_001033048.2	hypothetical protein
gene15503	7832246	NW_002476336.1	390359	391969	-	TTHERM_00471650	XM_001033049.3	hypothetical protein
gene15504	7832247	NW_002476336.1	394639	396489	-	TTHERM_00471660	XM_001033050.2	hypothetical protein
gene15505	7832248	NW_002476336.1	405799	407244	-	TTHERM_00471690	XM_001033053.1	hypothetical protein
gene15506	7832250	NW_002476336.1	410394	412790	-	TTHERM_00471710	XM_001033055.3	hypothetical protein
gene15507	24439158	NW_002476336.1	415679	416728	+	TTHERM_000471729	XM_012798712.1	hypothetical protein
gene15508	7832252	NW_002476336.1	418111	419056	-	TTHERM_00471730	XM_001033057.3	nuclear cap-binding protein subunit 2
gene15509	7832254	NW_002476336.1	421482	422684	-	TTHERM_00471740	XM_001033058.1	hypothetical protein
gene15510	7832255	NW_002476336.1	423371	425271	-	TTHERM_00471750	XM_001033059.2	hypothetical protein
gene15511	7832256	NW_002476336.1	425749	426972	-	TTHERM_00471760	XM_001033060.3	zinc knuckle protein
gene15512	7832257	NW_002476336.1	427770	430121	+	TTHERM_00471770	XM_001033061.3	hypothetical protein
gene15513	7832258	NW_002476336.1	430475	436097	+	TTHERM_00471780	XM_001033062.2	endo-1,4-beta-xylanase xylA, putative
gene15514	7832259	NW_002476336.1	436976	450219	+	TTHERM_00471790	XM_001033063.2	amine-terminal region of chorein, A TM vesicle-mediated sorter
gene15515	7832260	NW_002476336.1	450350	456955	-	TTHERM_00471800	XM_001033064.2	hypothetical protein
gene15516	7832261	NW_002476336.1	457720	459628	+	TTHERM_00471810	XM_001033065.2	Serine/Threonine kinase domain protein
gene15517	7832262	NW_002476336.1	461037	463109	-	TTHERM_00471820	XM_001033066.3	high mobility group (HMG)-box protein
gene15518	7832263	NW_002476336.1	464477	465850	+	TTHERM_00471830	XM_001033067.3	ubiquitin interaction motif protein
gene15519	7832264	NW_002476336.1	466207	468251	+	TTHERM_00471840	XM_001033068.1	glutamyl-tRNA synthetase protein
gene15520	7832265	NW_002476336.1	468570	469521	-	TTHERM_00471850	XM_001033069.3	hypothetical protein
gene15521	7832266	NW_002476336.1	470214	473233	-	TTHERM_00471860	XM_001033070.2	hypothetical protein
gene15522	7832267	NW_002476336.1	473616	474912	-	TTHERM_00471870	XM_001033071.2	hypothetical protein
gene15523	7832268	NW_002476336.1	476864	483570	-	TTHERM_00471898	XM_001470635.2	phosphatidylinositol 4-phosphate 5-kinase
gene15524	7832270	NW_002476336.1	484364	487837	+	TTHERM_00471900	XM_001033074.2	transmembrane protein, putative
gene15525	7832271	NW_002476336.1	488190	490322	-	TTHERM_00471910	XM_001033075.3	hypothetical protein
gene15526	7846303	NW_002476336.1	491118	493192	+	TTHERM_00471920	XM_001033076.3	ubiquitin carboxyl-terminal hydrolase
gene15527	7846304	NW_002476336.1	493648	495698	+	TTHERM_00471929	XM_001470638.2	NADPH:adrenodoxin oxidoreductase
gene15528	7846305	NW_002476336.1	496459	499150	+	TTHERM_00471930	XM_001033077.1	DNA polymerase V
gene15529	7846306	NW_002476336.1	500399	504591	-	TTHERM_00471940	XM_001033078.3	component of IIS longevity pathway SMK-1 protein
gene15530	24439159	NW_002476336.1	504641	505619	-	TTHERM_000471949	XM_012798713.1	hypothetical protein
gene15531	7846307	NW_002476336.1	507242	508429	-	TTHERM_00471950	XM_001033079.3	hypothetical protein
gene15532	7846308	NW_002476336.1	510725	512122	+	TTHERM_00471960	XM_001033080.2	TRC40/GET3/ArsA family transport-energizing ATPase
gene15533	24439160	NW_002476336.1	512884	513324	-	TTHERM_000471969	XM_012798714.1	transmembrane protein, putative
gene15534	7846309	NW_002476336.1	513522	514245	+	TTHERM_00471970	XM_001033081.2	hypothetical protein
gene15535	7846310	NW_002476336.1	515088	520863	-	TTHERM_00471980	XM_001033082.1	hypothetical protein
gene15536	7846311	NW_002476336.1	521475	522202	+	TTHERM_00471990	XM_001033083.2	rRNA processing protein
gene15537	7846312	NW_002476336.1	522865	524895	-	TTHERM_00472000	XM_001033084.3	hypothetical protein
gene15538	7846313	NW_002476336.1	525961	526260	-	TTHERM_00472009	XM_001470639.1	transmembrane protein, putative
gene15539	7846314	NW_002476336.1	526891	527178	-	TTHERM_00472010	XM_001033085.2	transmembrane protein, putative
gene15540	24437837	NW_002476335.1	604	1668	+	TTHERM_000215879	XM_012798715.1	transmembrane protein, putative
gene15541	7843505	NW_002476335.1	2608	9851	+	TTHERM_00215880	XM_001020458.3	transmembrane protein, putative
gene15542	7839400	NW_002476335.1	10375	15335	+	TTHERM_00215884	XM_001470847.2	myosin-10 protein, putative
gene15543	7839401	NW_002476335.1	15522	16584	-	TTHERM_00215890	XM_001020459.2	hypothetical protein
gene15544	24437838	NW_002476335.1	17343	17699	+	TTHERM_000215893	XM_012798716.1	transmembrane protein, putative
gene15545	7839403	NW_002476335.1	20089	24352	-	TTHERM_00215910	XM_001020461.2	hypothetical protein
gene15546	7839404	NW_002476335.1	24774	29996	+	TTHERM_00215920	XM_001020462.1	hypothetical protein
gene15547	7839405	NW_002476335.1	31382	34671	-	TTHERM_00215930	XM_001020463.2	hypothetical protein
gene15548	7839406	NW_002476335.1	36332	37276	+	TTHERM_00215940	XM_001020464.3	hypothetical protein
gene15549	7839407	NW_002476335.1	37690	39115	-	TTHERM_00215950	XM_001020465.3	Serine/Threonine kinase domain protein
gene15550	7839408	NW_002476335.1	39874	41433	+	TTHERM_00215960	XM_001020466.3	ThiF family protein
gene15551	7839409	NW_002476335.1	42446	43453	-	TTHERM_00215970	XM_001020467.1	nuclear elongation and deformation protein
gene15552	7839410	NW_002476335.1	44439	45282	-	TTHERM_00215980	XM_001020468.2	transmembrane protein, putative
gene15553	7839411	NW_002476335.1	45714	49949	-	TTHERM_00215990	XM_001020469.3	transmembrane protein, putative
gene15554	7839412	NW_002476335.1	50861	55654	+	TTHERM_00216000	XM_001020470.2	amine-terminal domain guanylate-binding protein
gene15555	7839413	NW_002476335.1	57528	59247	-	TTHERM_00216010	XM_001020471.3	Bmh1 14-3-3 family protein
gene15556	24437839	NW_002476335.1	60155	60405	+	TTHERM_000216011	XM_012798717.1	hypothetical protein
gene15557	7839415	NW_002476335.1	61383	66294	-	TTHERM_00216030	XM_001020473.3	hypothetical protein
gene15558	7839416	NW_002476335.1	66598	67395	+	TTHERM_00216040	XM_001020474.3	high mobility group (HMG) box protein
gene15559	24437840	NW_002476335.1	69003	69368	-	TTHERM_000216059	XM_012798718.1	transmembrane protein, putative
gene15560	7839418	NW_002476335.1	70023	77477	+	TTHERM_00216060	XM_001020476.1	BP28CT domain protein
gene15561	7839419	NW_002476335.1	80677	81813	-	TTHERM_00216080	XM_001020478.3	hypothetical protein
gene15562	7839420	NW_002476335.1	84002	86278	-	TTHERM_00216090	XM_001020479.2	hypothetical protein
gene15563	7839421	NW_002476335.1	88640	90813	+	TTHERM_00216100	XM_001020480.1	dual-specificity kinase domain protein
gene15564	7839422	NW_002476335.1	91824	95563	-	TTHERM_00216110	XM_001020481.3	ATPase, histidine kinase-, DNA gyrase B
gene15565	7838566	NW_002476335.1	96678	98783	-	TTHERM_00216120	XM_001020482.2	hypothetical protein
gene15566	7838567	NW_002476335.1	99114	100082	-	TTHERM_00216130	XM_001020483.2	oxidoreductase, short chain dehydrogenase/reductase family protein
gene15567	7838568	NW_002476335.1	101217	104905	+	TTHERM_00216140	XM_001020484.2	DNA topoisomerase
gene15568	7838569	NW_002476335.1	105323	106444	+	TTHERM_00216150	XM_001020485.3	telomere stability/silencing protein
gene15569	24437841	NW_002476335.1	107147	107710	+	TTHERM_000216168	XM_012798719.1	hypothetical protein
gene15570	24437842	NW_002476335.1	108922	109584	-	TTHERM_000216169	XM_012798720.1	transmembrane protein, putative
gene15571	24437843	NW_002476335.1	111187	111654	+	TTHERM_000216170	XM_012798721.1	transmembrane protein, putative
gene15572	7838571	NW_002476335.1	113175	116966	+	TTHERM_00216171	XM_001470848.2	plant dual-specificity MAP kinase kinase family domain protein
gene15573	7838573	NW_002476335.1	117464	120571	-	TTHERM_00217170	XM_001020488.2	hypothetical protein
gene15574	7838574	NW_002476335.1	121561	125044	+	TTHERM_00217180	XM_001020489.2	kinase domain protein
gene15575	7838575	NW_002476335.1	125827	126843	+	TTHERM_00217190	XM_001020490.2	hypothetical protein
gene15576	7838576	NW_002476335.1	129165	131522	+	TTHERM_00217200	XM_001020491.3	zinc finger, C2H2 type family protein
gene15577	7838577	NW_002476335.1	133256	137411	-	TTHERM_00217210	XM_001020492.2	hypothetical protein
gene15578	7838579	NW_002476335.1	137724	141822	-	TTHERM_00217232	XM_001470851.2	DNA double-strand break repair rad50 ATPase, putative
gene15579	7838580	NW_002476335.1	142843	148348	-	TTHERM_00218220	XM_001020494.2	hypothetical protein
gene15580	24437844	NW_002476335.1	149215	149544	+	TTHERM_000218239	XM_012798722.1	transmembrane protein, putative
gene15581	7838582	NW_002476335.1	150194	154973	-	TTHERM_00218240	XM_001020496.2	hypothetical protein
gene15582	7838583	NW_002476335.1	156195	159280	-	TTHERM_00218250	XM_001020497.1	A C2HC-type zinc-finger protein
gene15583	7838584	NW_002476335.1	160443	160859	+	TTHERM_00218260	XM_001020498.1	transmembrane protein, putative
gene15584	7838585	NW_002476335.1	164021	164728	+	TTHERM_00218270	XM_001020499.4	START domain protein
gene15585	24437845	NW_002476335.1	165656	168518	-	TTHERM_000218279	XM_012798723.1	TrmH family RNA methyltransferase
gene15586	7838586	NW_002476335.1	168989	174823	-	TTHERM_00218280	XM_001020500.2	TrmH family RNA methyltransferase
gene15587	24437846	NW_002476335.1	175139	176529	-	TTHERM_000218289	XM_012798724.1	TrmH family RNA methyltransferase
gene15588	7838587	NW_002476335.1	178070	182651	+	TTHERM_00218290	XM_001020501.3	PH domain protein
gene15589	7838588	NW_002476335.1	183017	184820	-	TTHERM_00218300	XM_001020502.3	hypothetical protein
gene15590	7838589	NW_002476335.1	186343	189221	-	TTHERM_00218310	XM_001020503.3	calmodulin-domain kinase
gene15591	7838590	NW_002476335.1	189631	192874	-	TTHERM_00218320	XM_001020504.3	dynamin central region family protein
gene15592	7838591	NW_002476335.1	193592	195143	-	TTHERM_00218330	XM_001020505.3	vacuolar proton-ATPase subunit C proteolipid protein
gene15593	7838592	NW_002476335.1	196549	197317	+	TTHERM_00218340	XM_001020506.2	hypothetical protein
gene15594	7838593	NW_002476335.1	198732	200727	+	TTHERM_00218350	XM_001020507.2	hypothetical protein
gene15595	7838594	NW_002476335.1	201066	203546	-	TTHERM_00218360	XM_001020508.3	PX-SNX-like domain protein
gene15596	24437847	NW_002476335.1	205597	206622	+	TTHERM_000218379	XM_012798725.1	transmembrane protein, putative
gene15597	7838596	NW_002476335.1	207954	209693	-	TTHERM_00218380	XM_001020510.1	hypothetical protein
gene15598	7838597	NW_002476335.1	211314	229989	+	TTHERM_00218390	XM_001020511.2	HECT domain ubiquitin transferase
gene15599	24437848	NW_002476335.1	230595	231083	-	TTHERM_000218399	XM_012798726.1	transmembrane protein, putative
gene15600	7838598	NW_002476335.1	231479	234748	-	TTHERM_00218400	XM_001020512.1	EF hand protein
gene15601	7838599	NW_002476335.1	235618	238159	+	TTHERM_00218410	XM_001020513.3	phenylalanyl-tRNA synthetase beta chain
gene15602	7838600	NW_002476335.1	239187	241068	+	TTHERM_00218420	XM_001020514.4	C2H2-type zinc-finger protein
